0.003192	0.21	43.9	44.8
0.003194	0.21	43.9	44.8
0.003196	0.23	43.9	44.8
0.003198	0.21	43.9	44.8
0.0032	0.23	43.9	44.8
0.003202	0.21	43.9	44.8
0.003204	0.21	43.9	44.8
0.003206	0.21	41.9	44.8
0.003208	0.23	43.9	44.8
0.00321	0.21	43.9	44.8
0.003212	0.23	43.9	44.8
0.003214	0.21	41.9	44.8
0.003216	0.21	43.9	44.8
0.003218	0.21	41.9	44.8
0.00322	0.21	43.9	44.8
0.003222	0.21	43.9	44.8
0.003224	0.23	41.9	44.8
0.003226	0.23	43.9	44.8
0.003228	0.21	43.9	44.8
0.00323	0.23	43.9	44.8
0.003232	0.23	41.9	44.8
0.003234	0.23	41.9	44.8
0.003236	0.23	41.9	44.8
0.003238	0.21	43.9	44.8
0.00324	0.21	41.9	44.8
0.003242	0.21	43.9	44.8
0.003244	0.23	43.9	44.8
0.003246	0.21	43.9	44.8
0.003248	0.23	41.9	44.8
0.00325	0.23	43.9	44.8
0.003252	0.21	43.9	44.8
0.003254	0.23	41.9	44.8
0.003256	0.23	41.9	44.8
0.003258	0.21	41.9	44.8
0.00326	0.23	41.9	44.8
0.003262	0.23	43.9	44.8
0.003264	0.23	41.9	44.8
0.003266	0.21	41.9	44.8
0.003268	0.23	43.9	44.8
0.00327	0.23	41.9	44.8
0.003272	0.23	43.9	44.8
0.003274	0.21	43.9	44.8
0.003276	0.21	43.9	44.8
0.003278	0.23	43.9	44.8
0.00328	0.23	43.9	44.8
0.003282	0.21	41.9	44.8
0.003284	0.21	43.9	44.8
0.003286	0.23	43.9	44.8
0.003288	0.23	41.9	44.8
0.00329	0.23	43.9	44.8
0.003292	0.21	43.9	44.8
0.003294	0.21	43.9	44.8
0.003296	0.21	43.9	44.8
0.003298	0.23	43.9	44.8
0.0033	0.23	43.9	44.8
0.003302	0.21	43.9	44.8
0.003304	0.23	43.9	44.8
0.003306	0.23	43.9	44.8
0.003308	0.23	41.9	44.8
0.00331	0.23	45.9	44.8
0.003312	0.21	43.9	44.8
0.003314	0.23	43.9	44.8
0.003316	0.23	43.9	44.8
0.003318	0.23	43.9	44.8
0.00332	0.23	43.9	42.8
0.003322	0.23	43.9	44.8
0.003324	0.23	43.9	44.8
0.003326	0.23	41.9	44.8
0.003328	0.23	43.9	44.8
0.00333	0.23	43.9	44.8
0.003332	0.23	43.9	44.8
0.003334	0.23	43.9	44.8
0.003336	0.23	43.9	44.8
